"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","genename","entrez"
"ENSG00000198382",315.419549325305,0.285329063198015,0.107956962857915,2.64298898046572,0.00821777097630491,0.0164444585629191,"UVRAG","UV radiation resistance associated","7405"
"ENSG00000112874",105.867881825479,-0.465453285906028,0.176120660605066,-2.64280910772736,0.00822213764570938,0.0164509653952802,"NUDT12","nudix hydrolase 12","83594"
"ENSG00000139880",206.622545595718,-0.340152893783305,0.128745705480824,-2.6420523505071,0.00824053176849953,0.0164855329779582,"CDH24","cadherin 24","64403"
"ENSG00000169282",19.978901049897,-1.18992945097588,0.45048134680098,-2.64146220354289,0.00825490172361393,0.0165120417611442,"KCNAB1","potassium voltage-gated channel subfamily A regulatory beta subunit 1","7881"
"ENSG00000184110",217.409445115499,-0.337830777517983,0.127933923902947,-2.64066611272134,0.00827432189209003,0.0165486437841801,"EIF3C","eukaryotic translation initiation factor 3 subunit C","8663"
"ENSG00000077454",246.786372107617,0.307398219339019,0.116472698112968,2.63922983084731,0.00830946257564956,0.0166166726539894,"LRCH4","leucine rich repeats and calponin homology domain containing 4","4034"
"ENSG00000167984",8.88146136039762,1.69059008469651,0.640794293852816,2.6382726889338,0.00833295449347374,0.0166613918683713,"NLRC3","NLR family CARD domain containing 3","197358"
"ENSG00000170779",188.523800672212,-0.347653502619003,0.131876761424484,-2.63619987982551,0.0083840329149158,0.0167612495429089,"CDCA4","cell division cycle associated 4","55038"
"ENSG00000170889",5112.92278106389,-0.109503087339088,0.0415589254094969,-2.63488736198326,0.00841652077792729,0.016823919192188,"RPS9","ribosomal protein S9","6203"
"ENSG00000204257",50.9009565327281,0.693127929421109,0.263230694576486,2.63315769665953,0.00845950595166201,0.0169075522637255,"HLA-DMA","major histocompatibility complex, class II, DM alpha","3108"
"ENSG00000185340",714.963716981699,0.213654098116507,0.0811432013860881,2.63304989779634,0.00846219142757117,0.0169106287853698,"GAS2L1","growth arrest specific 2 like 1","10634"
"ENSG00000119950",169.694877291552,0.376349259896207,0.142973642509826,2.63229818650205,0.00848093919760774,0.0169457986080044,"MXI1","MAX interactor 1, dimerization protein","4601"
"ENSG00000141232",357.474353117631,-0.277817185544625,0.105579414146336,-2.63135752164303,0.00850445180733076,0.0169904782620661,"TOB1","transducer of ERBB2, 1","10140"
"ENSG00000170464",390.750228787547,0.25405336825926,0.0965501723348497,2.63130931945069,0.00850565822500333,0.0169905877947061,"DNAJC18","DnaJ heat shock protein family (Hsp40) member C18","202052"
"ENSG00000156603",211.74328521126,-0.326776698821072,0.12422277808217,-2.63056988312495,0.00852418422894171,0.0170252895781516,"MED19","mediator complex subunit 19","219541"
"ENSG00000185246",294.69909949882,0.279978061758466,0.10643653166918,2.63046960820444,0.00852669931545698,0.0170280078099963,"PRPF39","pre-mRNA processing factor 39","55015"
"ENSG00000189120",4.09535409447687,-2.91427535036354,1.10822494548888,-2.62967853433217,0.00854656423513491,0.0170653686189174,"SP6","Sp6 transcription factor","80320"
"ENSG00000059769",181.553211836616,-0.349402948607927,0.132920897128876,-2.62865325283771,0.00857237198272225,0.0171145840640168,"DNAJC25","DnaJ heat shock protein family (Hsp40) member C25","548645"
"ENSG00000204967",3.89445981286963,3.3279212287779,1.26619561487396,2.62828364723817,0.00858169253584164,0.0171308742624554,"PCDHA4","protocadherin alpha 4","56144"
"ENSG00000198089",143.867504172394,0.396357913794658,0.150862264855492,2.62728333141705,0.00860696352111319,0.0171789961837803,"SFI1","SFI1 centrin binding protein","9814"
"ENSG00000075711",947.835408472877,-0.182699049943018,0.0695758246255372,-2.62589844858209,0.00864205962368225,0.0172467127942389,"DLG1","discs large MAGUK scaffold protein 1","1739"
"ENSG00000166349",14.9362484508498,-1.33327359907016,0.50804051799073,-2.62434501158132,0.00868157944556113,0.017323238184989,"RAG1","recombination activating 1","5896"
"ENSG00000166016",156.955001701027,0.381258108904965,0.145286710179441,2.62417745184043,0.00868585184285912,0.0173294196199518,"ABTB2","ankyrin repeat and BTB domain containing 2","25841"
"ENSG00000128923",775.284469561159,-0.206850974230333,0.0788508456740444,-2.62331966717794,0.00870775287286306,0.0173707660743945,"MINDY2","MINDY lysine 48 deubiquitinase 2","54629"
"ENSG00000183454",3.88490944701952,3.34905489510776,1.27738929275157,2.62179659255927,0.00874676177926897,0.0174462245898789,"GRIN2A","glutamate ionotropic receptor NMDA type subunit 2A","2903"
"ENSG00000080298",65.2106477642603,0.601471191134098,0.229426724170171,2.62162654899773,0.00875112660176358,0.0174525712195755,"RFX3","regulatory factor X3","5991"
"ENSG00000141577",215.536274867365,-0.329933070049111,0.12588068224044,-2.62099842626304,0.00876726666772636,0.0174823965962474,"CEP131","centrosomal protein 131","22994"
"ENSG00000125746",237.592215149296,-0.309436073316952,0.118110702351643,-2.61988174785118,0.00879602621184289,0.0175373744229095,"EML2","EMAP like 2","24139"
"ENSG00000198794",38.6753300948905,-0.743163300216325,0.283756560361801,-2.61901715776637,0.00881835120044516,0.0175795100136965,"SCAMP5","secretory carrier membrane protein 5","192683"
"ENSG00000015520",3.7631851157348,3.31185928873287,1.2647180398747,2.61865426467782,0.00882773670759843,0.0175958426619707,"NPC1L1","NPC1 like intracellular cholesterol transporter 1","29881"
"ENSG00000058262",15909.1105905587,-0.0954472940409141,0.0364546510710573,-2.61824736313807,0.00883827101807558,0.0176144604350516,"SEC61A1","SEC61 translocon subunit alpha 1","29927"
"ENSG00000135211",177.500970578897,0.368701928500751,0.140827969295505,2.61810157701763,0.00884204801977554,0.0176196078449174,"TMEM60","transmembrane protein 60","85025"
"ENSG00000101152",3179.40698555269,0.116202763721859,0.0443853990452794,2.61804030652773,0.00884363583538741,0.0176203920479819,"DNAJC5","DnaJ heat shock protein family (Hsp40) member C5","80331"
"ENSG00000118518",410.51325215072,0.255442360242398,0.0975744381249214,2.6179229432545,0.0088466779984025,0.0176240733443735,"RNF146","ring finger protein 146","81847"
"ENSG00000131143",2462.32899912259,0.12557677511341,0.0479763461098705,2.61747267759464,0.00885835797001853,0.0176449592938644,"COX4I1","cytochrome c oxidase subunit 4I1","1327"
"ENSG00000139675",39.2473609849696,-0.75152193237215,0.28713765660936,-2.61728796301548,0.00886315348260806,0.0176521283048595,"HNRNPA1L2","heterogeneous nuclear ribonucleoprotein A1 like 2","144983"
"ENSG00000150281",80.0848115251981,-0.546091199205195,0.208711464648508,-2.61648874979086,0.00888392918693056,0.0176911177249256,"CTF1","cardiotrophin 1","1489"
"ENSG00000275183",24.8714560494486,0.949833141691345,0.363057506091168,2.61620576838543,0.00889129576554562,0.0177033978036248,"LENG9","leukocyte receptor cluster member 9","94059"
"ENSG00000077232",2851.93635364337,-0.120383961692553,0.0460214870410978,-2.61582077052505,0.00890132680014642,0.0177209790324329,"DNAJC10","DnaJ heat shock protein family (Hsp40) member C10","54431"
"ENSG00000106012",410.634864014542,-0.245278161033879,0.0937706903921835,-2.61572310076886,0.00890387317110803,0.017723656876218,"IQCE","IQ motif containing E","23288"
"ENSG00000130164",1848.85943182252,-0.16716657413343,0.0639165251823367,-2.61538895702712,0.00891258963177978,0.0177386142489247,"LDLR","low density lipoprotein receptor","3949"
"ENSG00000102078",138.342692730834,0.409407108409067,0.156551961209114,2.61515157808979,0.00891878651916192,0.0177485535883079,"SLC25A14","solute carrier family 25 member 14","9016"
"ENSG00000111639",954.860588290436,-0.169983005689406,0.0650022399984725,-2.61503304645194,0.00892188228296229,0.0177523197846023,"MRPL51","mitochondrial ribosomal protein L51","51258"
"ENSG00000275835",287.766251053677,-0.292792241103132,0.111982339172073,-2.61462872867145,0.00893244932119928,0.0177709489327096,"TUBGCP5","tubulin gamma complex component 5","114791"
"ENSG00000136040",20.4119310732661,-1.08639326146407,0.415603610420611,-2.61401305047516,0.00894856183622936,0.0178006041973477,"PLXNC1","plexin C1","10154"
"ENSG00000188372",4.49334552276318,-2.66445654713154,1.01959463873398,-2.61325084098125,0.00896854508295782,0.0178379501420814,"ZP3","zona pellucida glycoprotein 3","7784"
"ENSG00000151502",1074.14776214538,-0.168590477979157,0.0645253588878048,-2.61277861735413,0.00898094560254258,0.0178602064186431,"VPS26B","VPS26 retromer complex component B","112936"
"ENSG00000067560",9860.28280232333,-0.0925986272561677,0.0354633702239069,-2.61110623924131,0.00902498521947272,0.0179453681843801,"RHOA","ras homolog family member A","387"
"ENSG00000197142",20.3649311404281,-1.04102596203338,0.398712846668125,-2.61096669127367,0.00902866871192039,0.0179502733022064,"ACSL5","acyl-CoA synthetase long chain family member 5","51703"
"ENSG00000135837",913.422510117874,0.186981147186163,0.0716774349214829,2.60864730149714,0.00909008794776244,0.018069948474978,"CEP350","centrosomal protein 350","9857"
"ENSG00000090013",277.867464540893,-0.305922749976441,0.117308513712388,-2.6078478048617,0.00911134552646248,0.0181097658490405,"BLVRB","biliverdin reductase B","645"
"ENSG00000197461",65.3797439558232,-0.570245978922424,0.218714556912172,-2.60726120370403,0.00912697070487832,0.0181383790112843,"PDGFA","platelet derived growth factor subunit A","5154"
"ENSG00000071967",2372.79051319453,-0.133822804890084,0.0513345615038309,-2.60687538706447,0.00913726066181083,0.0181563830039538,"CYBRD1","cytochrome b reductase 1","79901"
"ENSG00000128596",208.521450367943,0.339986703240405,0.130430854929498,2.6066432166237,0.00914345777390287,0.0181651645378427,"CCDC136","coiled-coil domain containing 136","64753"
"ENSG00000179456",239.28880675868,-0.304839287239558,0.116948220574421,-2.60661757607137,0.00914414240358936,0.0181651645378427,"ZBTB18","zinc finger and BTB domain containing 18","10472"
"ENSG00000182195",1119.72402531188,0.181767602031298,0.0697686581223605,2.60529021086393,0.00917964700958275,0.0182332407080484,"LDOC1","LDOC1 regulator of NFKB signaling","23641"
"ENSG00000153989",1068.73562602629,-0.170679366636077,0.0655802258263712,-2.60260413082389,0.00925187142312691,0.0183742241185643,"NUS1","NUS1 dehydrodolichyl diphosphate synthase subunit","116150"
"ENSG00000176101",765.485112554612,0.190549561499979,0.0732330872850666,2.60195996869894,0.0092692671267085,0.0184062943724707,"SSNA1","SS nuclear autoantigen 1","8636"
"ENSG00000173917",639.031115641922,0.205348260646039,0.0790244019002462,2.59854242117838,0.00936204765434541,0.0185880300218291,"HOXB2","homeobox B2","3212"
"ENSG00000120784",170.926933275586,0.393092634931427,0.151302591046807,2.59805620123068,0.00937531479217128,0.0186118668519504,"ZFP30","ZFP30 zinc finger protein","22835"
"ENSG00000170379",26.8974826605494,-0.933905029510122,0.359506446070472,-2.59774209814044,0.00938389441471462,0.0186263928689223,"TCAF2","TRPM8 channel associated factor 2","285966"
"ENSG00000146858",90.3286165981269,0.496993272829366,0.191339956480076,2.5974359039907,0.00939226474829193,0.0186404996094026,"ZC3HAV1L","zinc finger CCCH-type containing, antiviral 1 like","92092"
"ENSG00000003756",875.632139997624,0.173477268703475,0.0667916252926739,2.59729072235203,0.00939623586046991,0.0186458727485371,"RBM5","RNA binding motif protein 5","10181"
"ENSG00000143653",637.922958401505,-0.198540236923729,0.0764452741121431,-2.59715514437787,0.00939994563870086,0.0186507259216504,"SCCPDH","saccharopine dehydrogenase (putative)","51097"
"ENSG00000215883",24.8900749403705,-0.964145196436821,0.371270334064518,-2.59688186201614,0.00940742735086674,0.0186630607953056,"CYB5RL","cytochrome b5 reductase like","606495"
"ENSG00000081721",224.154760518321,-0.312032228764703,0.120190044780412,-2.59615702227907,0.00942729718570529,0.0186999654043958,"DUSP12","dual specificity phosphatase 12","11266"
"ENSG00000164073",192.441690288921,0.342398332106016,0.13193760359388,2.59515348755279,0.00945486860103907,0.0187521348756191,"MFSD8","major facilitator superfamily domain containing 8","256471"
"ENSG00000156795",94.6336950801175,-0.480298553678413,0.185078981041121,-2.59510048616326,0.00945632677470627,0.0187525060798409,"NTAQ1","N-terminal glutamine amidase 1","55093"
"ENSG00000166598",17466.1721109092,0.102544385869823,0.0395206928732729,2.59470111515105,0.00946732071724512,0.0187717846878423,"HSP90B1","heat shock protein 90 beta family member 1","7184"
"ENSG00000145734",1016.66473976008,0.173496916435053,0.0668802240871192,2.59414376675911,0.00948268253930091,0.0187997175738841,"BDP1","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB","55814"
"ENSG00000117697",315.323313758589,-0.267796300356201,0.103245219305342,-2.5937888665257,0.00949247599883927,0.0188166049827858,"NSL1","NSL1 component of MIS12 kinetochore complex","25936"
"ENSG00000115364",616.00620200462,-0.214917270464343,0.0828964071040065,-2.59260054774986,0.00952533331332625,0.0188792003902224,"MRPL19","mitochondrial ribosomal protein L19","9801"
"ENSG00000146540",870.437384358526,-0.183273382439654,0.0707129749757226,-2.59179284286337,0.00954772441653019,0.0189210377490244,"C7orf50","chromosome 7 open reading frame 50","84310"
"ENSG00000163866",485.753550850287,0.221745986589785,0.0855629112037493,2.5916133926503,0.00955270548258154,0.0189283664638743,"SMIM12","small integral membrane protein 12","113444"
"ENSG00000054611",533.537213929872,0.211510190859412,0.0816170916110149,2.59149384870836,0.00955602499392048,0.018932401337492,"TBC1D22A","TBC1 domain family member 22A","25771"
"ENSG00000215114",260.055285184959,0.305191723180323,0.11780723909704,2.5906024580453,0.00958080968967356,0.0189789562515365,"UBXN2B","UBX domain protein 2B","137886"
"ENSG00000151062",5.35018937504424,2.33678320125253,0.90204754650356,2.59053218459511,0.00958276604494819,0.018980283289994,"CACNA2D4","calcium voltage-gated channel auxiliary subunit alpha2delta 4","93589"
"ENSG00000132821",11.6230069737595,-1.42218225185272,0.549005661734832,-2.5904691899874,0.00958452006596098,0.0189812092688843,"VSTM2L","V-set and transmembrane domain containing 2 like","128434"
"ENSG00000156171",311.597061910073,0.272806451554193,0.105313625163704,2.59041934156318,0.00958590824769583,0.0189814105873714,"DRAM2","DNA damage regulated autophagy modulator 2","128338"
"ENSG00000066855",563.086229723205,0.212977661377132,0.0822265365689286,2.59013294568959,0.00959388729041188,0.0189946609075063,"MTFR1","mitochondrial fission regulator 1","9650"
"ENSG00000137944",303.602848307127,-0.271510859202442,0.104827692042747,-2.59006808135892,0.00959569524506684,0.0189956913519007,"KYAT3","kynurenine aminotransferase 3","56267"
"ENSG00000206432",240.130825727163,0.30886757084192,0.119314352148821,2.58868749047615,0.00963424837559825,0.0190694527144589,"TMEM200C","transmembrane protein 200C","645369"
"ENSG00000042753",2227.81747173907,0.132465293040599,0.0511751922328228,2.58846693604872,0.00964042015483422,0.019079109183692,"AP2S1","adaptor related protein complex 2 subunit sigma 1","1175"
"ENSG00000153993",123.951092978942,-0.445542170861317,0.172132668951204,-2.58836497206476,0.00964327460639462,0.0190821987047675,"SEMA3D","semaphorin 3D","223117"
"ENSG00000127191",189.53904033559,-0.360372104134507,0.139257318602484,-2.58781447001148,0.00965869876781345,0.0191101571168459,"TRAF2","TNF receptor associated factor 2","7186"
"ENSG00000142528",124.144583270323,-0.422780362825326,0.163432261162147,-2.58688437533072,0.00968480846338916,0.0191592469923362,"ZNF473","zinc finger protein 473","25888"
"ENSG00000172345",22.5615107764237,-0.977325830879909,0.377890032806219,-2.5862704650405,0.00970207665496233,0.0191908350941566,"STARD5","StAR related lipid transfer domain containing 5","80765"
"ENSG00000163611",157.883387152281,0.385349648614588,0.149061871360102,2.5851657777975,0.00973321865434621,0.0192498536228182,"SPICE1","spindle and centriole associated protein 1","152185"
"ENSG00000158882",170.256614320797,-0.355754274026946,0.137673138087185,-2.58405001127856,0.00976476339468629,0.0193096527442972,"TOMM40L","translocase of outer mitochondrial membrane 40 like","84134"
"ENSG00000205903",553.972299151451,0.208020799655545,0.0805226936806477,2.58338103393005,0.00978372025718553,0.0193445468606962,"ZNF316","zinc finger protein 316","100131017"
"ENSG00000102174",18.1779862109827,1.12480752283924,0.435725920630125,2.58145652939949,0.00983843810639221,0.0194501294146738,"PHEX","phosphate regulating endopeptidase X-linked","5251"
"ENSG00000120658",40.0969553701807,0.757628189920363,0.293748532093799,2.5791726839283,0.00990372648516565,0.0195765783175421,"ENOX1","ecto-NOX disulfide-thiol exchanger 1","55068"
"ENSG00000063245",2998.81564457202,-0.123365057226405,0.0478546981109727,-2.57790900572243,0.00994001693211996,0.0196456811542529,"EPN1","epsin 1","29924"
"ENSG00000136213",560.333254646265,0.215172182539295,0.0834900034749123,2.57722090769767,0.00995982757893872,0.0196821987810959,"CHST12","carbohydrate sulfotransferase 12","55501"
"ENSG00000186998",29.157412743683,0.863969490944298,0.335291831179099,2.57676868507662,0.00997286641362754,0.0197053262443633,"EMID1","EMI domain containing 1","129080"
"ENSG00000085465",15.1242703511608,1.22584810102562,0.475744742156553,2.57669290357019,0.00997505289186748,0.0197070072799428,"OVGP1","oviductal glycoprotein 1","5016"
"ENSG00000169660",82.0782968850672,0.547215110819967,0.212400304045358,2.57633864169567,0.00998527986149206,0.0197245707693739,"HEXD","hexosaminidase D","284004"
"ENSG00000126860",4.41348250617296,-2.58603981563142,1.00398682057842,-2.57577068007879,0.010001695488635,0.0197543527763481,"EVI2A","ecotropic viral integration site 2A","2123"
"ENSG00000107829",200.63016588444,-0.350395543372099,0.136058950835402,-2.57532151483361,0.0100146945960411,0.0197773797443434,"FBXW4","F-box and WD repeat domain containing 4","6468"
"ENSG00000044524",3.9318647308226,-2.86752640573709,1.11380287707735,-2.57453671987412,0.0100374431435524,0.0198196515176623,"EPHA3","EPH receptor A3","2042"
"ENSG00000184271",78.8907964384484,-0.529837843373936,0.205981373812284,-2.57226094557846,0.0101036705722385,0.019947752659281,"POU6F1","POU class 6 homeobox 1","5463"
"ENSG00000106266",1033.52672433223,0.170628785793918,0.066349954657919,2.57164886809087,0.01012154894223,0.0199803763839526,"SNX8","sorting nexin 8","29886"
"ENSG00000124783",4636.451048028,-0.118619681429371,0.0461343501910985,-2.57117919593583,0.0101352868437286,0.0200048190090129,"SSR1","signal sequence receptor subunit 1","6745"
"ENSG00000140905",75.3181667013824,-0.524644384444425,0.204226496437872,-2.56893397083775,0.0102011892836441,0.0201322026071274,"GCSH","glycine cleavage system protein H","2653"
"ENSG00000184599",4.87392111876866,-2.38597269514712,0.928834723502435,-2.56878068269254,0.0102057025183333,0.0201384158025264,"TAFA3","TAFA chemokine like family member 3","284467"
"ENSG00000179886",196.624875188922,0.343867469670273,0.133870893719411,2.56864998892894,0.0102095519145812,0.0201433175912986,"TIGD5","tigger transposable element derived 5","84948"
"ENSG00000170873",85.0876585141958,0.508579971516162,0.198035728789697,2.56812230108358,0.0102251073469214,0.0201713108432248,"MTSS1","MTSS I-BAR domain containing 1","9788"
"ENSG00000087502",889.560181057213,0.170656315600553,0.0665442259300942,2.56455482373226,0.0103308257306985,0.0203771394158725,"ERGIC2","ERGIC and golgi 2","51290"
"ENSG00000106028",789.684246048565,-0.181710895580503,0.0708563517782877,-2.56449691552118,0.0103325497724153,0.0203778157120993,"SSBP1","single stranded DNA binding protein 1","6742"
"ENSG00000178038",46.4207949073124,-0.698346871675928,0.272322263379404,-2.5644134379971,0.0103350355136412,0.0203787602069203,"ALS2CL","ALS2 C-terminal like","259173"
"ENSG00000196476",85.9537669109712,0.493895136477757,0.19259765834701,2.56438806534132,0.0103357911500871,0.0203787602069203,"C20orf96","chromosome 20 open reading frame 96","140680"
"ENSG00000174928",29.8428647857793,-0.843338282453783,0.328899791559127,-2.56411923661002,0.0103438003010721,0.0203902652396271,"C3orf33","chromosome 3 open reading frame 33","285315"
"ENSG00000225190",622.910381108875,-0.204417438730918,0.0797228982825557,-2.56409943861319,0.0103443903564192,0.0203902652396271,"PLEKHM1","pleckstrin homology and RUN domain containing M1","9842"
"ENSG00000136870",258.72444078788,0.296237452904694,0.11558870631574,2.56285810566559,0.0103814466548878,0.0204605749327031,"ZNF189","zinc finger protein 189","7743"
"ENSG00000181924",481.887042246279,-0.232084366163751,0.0905761598509304,-2.56231183288973,0.0103977913975297,0.0204900513261858,"COA4","cytochrome c oxidase assembly factor 4 homolog","51287"
"ENSG00000162614",1952.13253132573,-0.136956053051898,0.0534576163824054,-2.56195585063486,0.0104084548757106,0.0205083257527023,"NEXN","nexilin F-actin binding protein","91624"
"ENSG00000160460",16.9908971028111,-1.1975086156999,0.467590530845737,-2.56101981691962,0.0104365402902337,0.0205609180721203,"SPTBN4","spectrin beta, non-erythrocytic 4","57731"
"ENSG00000162851",307.568437993541,0.274207942297984,0.107105344091753,2.56017049964454,0.0104620821292416,0.0206084859459054,"TFB2M","transcription factor B2, mitochondrial","64216"
"ENSG00000185972",7.31574033213754,-1.88584657134344,0.736653628650868,-2.56001803017959,0.0104666732844705,0.0206147774181122,"CCIN","calicin","881"
"ENSG00000178409",96.1074683885492,0.486040143880642,0.189881472863478,2.55970283225103,0.0104761701969423,0.0206307281214212,"BEND3","BEN domain containing 3","57673"
"ENSG00000153094",46.5071906566029,0.67528857519495,0.263827345311231,2.55958522570254,0.01047971564517,0.0206349559093604,"BCL2L11","BCL2 like 11","10018"
"ENSG00000187950",7.67661050336825,1.80876128947142,0.707047741847249,2.55818834064275,0.0105219088165912,0.0207152712409911,"OVCH1","ovochymase 1","341350"
"ENSG00000176909",19.8671262678425,-1.08008246867997,0.422428689138889,-2.55683976124277,0.0105627862037078,0.0207929750032695,"MAMSTR","MEF2 activating motif and SAP domain containing transcriptional regulator","284358"
"ENSG00000140374",1377.69081823021,0.147512954502348,0.0576946473506494,2.55678752321358,0.0105643724515909,0.0207933232591746,"ETFA","electron transfer flavoprotein subunit alpha","2108"
"ENSG00000115844",19.7091363233108,1.06373656697953,0.416182041402696,2.55594057685507,0.0105901202106405,0.0208412209667587,"DLX2","distal-less homeobox 2","1746"
"ENSG00000198286",13.355521048602,-1.3223909371851,0.517409610298017,-2.55579121621538,0.0105946666628475,0.0208473875625036,"CARD11","caspase recruitment domain family member 11","84433"
"ENSG00000173041",76.2134544515093,0.53511920916537,0.209452370291924,2.55484914503258,0.0106233827954496,0.0209011054492683,"ZNF680","zinc finger protein 680","340252"
"ENSG00000145431",1452.6644956388,0.161407312424315,0.063200848601947,2.55387887971084,0.010653030676927,0.0209566419476509,"PDGFC","platelet derived growth factor C","56034"
"ENSG00000143811",288.028100224712,-0.306335947171693,0.119952530820919,-2.55380978688171,0.0106551447134401,0.020958006279442,"PYCR2","pyrroline-5-carboxylate reductase 2","29920"
"ENSG00000182179",198.51417341234,-0.336280900326574,0.131707158547605,-2.5532469459891,0.0106723798848082,0.0209885848523558,"UBA7","ubiquitin like modifier activating enzyme 7","7318"
"ENSG00000167680",8.87114585864044,-1.66417217401953,0.651798614628258,-2.55319992505455,0.0106738208693803,0.0209885848523558,"SEMA6B","semaphorin 6B","10501"
"ENSG00000103253",107.777014749267,0.443676925652276,0.173775415189939,2.55316280020007,0.0106749587048989,0.0209885848523558,"HAGHL","hydroxyacylglutathione hydrolase like","84264"
"ENSG00000139197",414.167320996056,0.237644343065188,0.0931287481159211,2.55178285838636,0.0107173289744344,0.0210690835028388,"PEX5","peroxisomal biogenesis factor 5","5830"
"ENSG00000153339",769.817864024404,0.185479455344247,0.0727040147730743,2.55115836344348,0.010736552807781,0.0211040634327205,"TRAPPC8","trafficking protein particle complex subunit 8","22878"
"ENSG00000163635",336.627133873304,0.259319598125202,0.101661503996683,2.55081410298301,0.0107471632838019,0.0211221056466248,"ATXN7","ataxin 7","6314"
"ENSG00000175084",5.41529895030962,-2.23011187430296,0.875128921617458,-2.54832381745669,0.0108241945796794,0.0212701423412422,"DES","desmin","1674"
"ENSG00000080603",125.657221544674,0.422055357824072,0.165623232255111,2.54828596252714,0.010825369312755,0.0212701423412422,"SRCAP","Snf2 related CREBBP activator protein","10847"
"ENSG00000168026",20.4864019860695,1.03619198888986,0.406747333294011,2.54750776237016,0.0108495439331143,0.0213148030877721,"TTC21A","tetratricopeptide repeat domain 21A","199223"
"ENSG00000197780",1069.94994892699,0.166159219509679,0.0652272108773647,2.54739114665012,0.0108531707064831,0.0213190894159835,"TAF13","TATA-box binding protein associated factor 13","6884"
"ENSG00000171219",10.2814971412867,1.51066117347071,0.593127008686635,2.54694382711686,0.0108670924342549,0.0213435944854895,"CDC42BPG","CDC42 binding protein kinase gamma","55561"
"ENSG00000196227",285.266181908999,0.287660118640643,0.113043196824157,2.54469200024579,0.0109374163888593,0.0214788555039572,"FAM217B","family with sequence similarity 217 member B","63939"
"ENSG00000150779",354.776773753663,-0.26561262419079,0.104413577120884,-2.54385139859043,0.0109637716379098,0.0215277464394092,"TIMM8B","translocase of inner mitochondrial membrane 8 homolog B","26521"
"ENSG00000189171",822.206224766748,0.183879900860113,0.072301476163828,2.54323854250859,0.0109830219708458,0.0215626754701077,"S100A13","S100 calcium binding protein A13","6284"
"ENSG00000253958",38.2888138227686,0.810658126216532,0.318893734464153,2.5420948692476,0.0110190260584557,0.0216304830317263,"CLDN23","claudin 23","137075"
"ENSG00000154277",9785.54757758531,-0.0959816274039558,0.0377691394944706,-2.54127122536132,0.0110450201874567,0.0216786254949762,"UCHL1","ubiquitin C-terminal hydrolase L1","7345"
"ENSG00000188227",61.2842994305816,0.581052633450442,0.228667657544908,2.54103549093439,0.0110524699661545,0.0216865529799714,"ZNF793","zinc finger protein 793","390927"
"ENSG00000188993",7.17444081563697,1.84708132637591,0.726906830013956,2.54101523071457,0.0110531104464348,0.0216865529799714,"LRRC66","leucine rich repeat containing 66","339977"
"ENSG00000164509",33.4890519469623,-0.789146797172483,0.310564969387445,-2.54100389599313,0.0110534687819835,0.0216865529799714,"IL31RA","interleukin 31 receptor A","133396"
"ENSG00000183579",121.312873323383,-0.449767128717228,0.177029276645098,-2.54063699090238,0.0110650736842885,0.0217064349339173,"ZNRF3","zinc and ring finger 3","84133"
"ENSG00000167548",1864.89604502166,-0.180408988293583,0.0710184423319331,-2.5403118171808,0.0110753677042467,0.0217237403760243,"KMT2D","lysine methyltransferase 2D","8085"
"ENSG00000079931",364.01967722296,-0.256386220525337,0.100939155597961,-2.54000758185969,0.0110850065802379,0.0217373173166646,"MOXD1","monooxygenase DBH like 1","26002"
"ENSG00000260300",3.78101484470844,3.27671677207702,1.29004580266759,2.54000033588059,0.0110852362403812,0.0217373173166646,NA,NA,NA
"ENSG00000185324",341.507089284758,-0.26442739319222,0.104128966187028,-2.53942205396794,0.011103578427879,0.0217703915116182,"CDK10","cyclin dependent kinase 10","8558"
"ENSG00000181195",26.4140540541718,0.910589623809223,0.358750171487188,2.53822770323537,0.0111415467083085,0.0218419319870294,"PENK","proenkephalin","5179"
"ENSG00000198042",442.434229546465,0.225586718569915,0.0888881417318463,2.53787191603639,0.0111528794162684,0.0218612439096087,"MAK16","MAK16 homolog","84549"
"ENSG00000174197",711.531252822798,0.209176670547535,0.0824308832828711,2.5376007415779,0.0111615238723389,0.0218752820420414,"MGA","MAX dimerization protein MGA","23269"
"ENSG00000143502",9.24493137708153,-1.66158411879095,0.654888107897132,-2.53720307141682,0.0111742115008579,0.021897239538273,"SUSD4","sushi domain containing 4","55061"
"ENSG00000167874",6.78777681155674,1.94709706566398,0.767669666898759,2.53637358569851,0.0112007173964517,0.0219462661975098,"TMEM88","transmembrane protein 88","92162"
"ENSG00000011465",9415.83644516062,0.118963644806108,0.046915798711794,2.53568409944181,0.0112227921454171,0.0219865987668946,"DCN","decorin","1634"
"ENSG00000102178",518.488700931793,-0.215430171419768,0.084978357944299,-2.53511807748717,0.0112409429020333,0.0220192341445299,"UBL4A","ubiquitin like 4A","8266"
"ENSG00000130045",45.1382594168953,-0.676292842651698,0.266908341408328,-2.53380182531304,0.0112832522955965,0.0220991775347445,"NXNL2","nucleoredoxin like 2","158046"
"ENSG00000100592",235.976227929758,0.305466972084308,0.120582673559796,2.53325758225811,0.0113007876356016,0.0221277682465275,"DAAM1","dishevelled associated activator of morphogenesis 1","23002"
